"feat","avg(empathy.empathy)","avg(empathy.distress)","avg(empathy.empathy_bin)","avg(empathy.distress_bin)"
"trends","3.6670000","3.8750000","0.0000","0.0000"
"tress","2.0000000","5.0000000","0.0000","1.0000"
"trial","3.8000000","3.6750000","0.4000","0.6000"
"trials","2.6110000","2.3750000","0.0000","0.3333"
"tribal","3.1670000","4.0000000","0.0000","1.0000"
"tribalism","2.6670000","5.1250000","0.0000","1.0000"
"tribes","5.8750000","3.8437500","1.0000","0.5000"
"tribesman","4.8330000","5.6250000","1.0000","1.0000"
"tributes","5.0000000","4.1250000","1.0000","1.0000"
"trick","3.8330000","5.1250000","0.0000","1.0000"
"tricked","4.8886667","4.1250000","1.0000","0.6667"
"tricks","6.3335000","4.0000000","1.0000","0.5000"
"tricky","2.0000000","6.0000000","0.0000","1.0000"
"tried","3.4800400","4.2350000","0.4000","0.6800"
"tries","3.5002222","2.4027778","0.5556","0.2222"
"triger","6.0000000","7.0000000","1.0000","1.0000"
"trigger","2.3886667","1.8333333","0.0000","0.0000"
"triggered","4.9443333","4.1250000","1.0000","0.3333"
"triggering","1.8330000","2.2500000","0.0000","0.0000"
"trinkets","4.1670000","2.5000000","1.0000","0.0000"
"trip","3.9165000","4.0937500","0.5000","0.5000"
"tripped","5.1670000","4.0000000","1.0000","1.0000"
"trips","2.6670000","2.3750000","0.0000","0.0000"
"tristan's","2.8330000","1.0000000","0.0000","0.0000"
"trivial","4.8330000","4.1875000","1.0000","0.5000"
"tro","2.1670000","1.8750000","0.0000","0.0000"
"trolling","7.0000000","7.0000000","1.0000","1.0000"
"troops","3.8834000","4.7125000","0.6000","0.6000"
"trophies","6.5000000","1.6250000","1.0000","0.0000"
"trophy","3.6670000","2.7500000","0.0000","0.0000"
"tropical","4.0000000","5.0416667","0.6667","1.0000"
"trouble","3.6884348","2.9456522","0.4783","0.3478"
"troubled","4.2144286","4.8035714","0.5714","0.8571"
"troubles","5.6665000","4.4375000","1.0000","0.5000"
"troubling","3.8778000","4.4583333","0.4667","0.6667"
"troupe","4.5000000","4.0000000","1.0000","1.0000"
"trucks","4.2502500","3.6250000","0.5000","0.2500"
"true","3.3133600","3.4800000","0.4400","0.4400"
"truly","3.7986250","4.0572917","0.5417","0.6667"
"trump","2.9616349","3.4424603","0.3175","0.4206"
"trump's","2.5384615","3.0769231","0.1538","0.3846"
"trumph","4.5000000","4.6250000","1.0000","1.0000"
"trumps","2.8125000","4.6093750","0.3750","0.7500"
"trun","4.5000000","4.6250000","1.0000","1.0000"
"trunp","4.1670000","4.2500000","1.0000","1.0000"
"trust","3.5317619","4.2738095","0.5238","0.6667"
"trusted","3.6667500","4.8750000","0.5000","0.7500"
"trusting","5.0830000","3.8750000","1.0000","0.5000"
"truth","3.8666667","3.0250000","0.4667","0.4667"
"truths","2.0000000","6.1250000","0.0000","1.0000"
"try","3.9487179","3.6298077","0.4872","0.4359"
"trying","3.6974385","3.8932692","0.5000","0.5000"
"tshow","1.0000000","1.0000000","0.0000","0.0000"
"tsunami","5.8330000","2.6250000","1.0000","0.0000"
"tsunamis","5.8330000","2.6250000","1.0000","0.0000"
"tuberculosis","7.0000000","7.0000000","1.0000","1.0000"
"tuesday","4.5000000","4.6875000","0.5000","0.5000"
"tuff","2.1670000","1.8750000","0.0000","0.0000"
"tug","5.8330000","5.1250000","1.0000","1.0000"
"tulsa","7.0000000","7.0000000","1.0000","1.0000"
"tumor","4.6670000","1.8750000","1.0000","0.0000"
"tump's","1.0000000","3.6250000","0.0000","0.0000"
"tune","2.6670000","1.0000000","0.0000","0.0000"
"tunnel","3.5000000","1.5000000","0.0000","0.0000"
"turbine","3.3330000","1.0000000","0.0000","0.0000"
"turbines","4.6110000","3.3333333","0.3333","0.3333"
"turkey","3.8570000","4.6785714","0.4286","0.5714"
"turkish","7.0000000","7.0000000","1.0000","1.0000"
"turmoil","4.3666000","5.1250000","0.8000","0.8000"
"turn","4.3751250","4.6302083","0.6250","0.7083"
"turned","3.2450000","3.8750000","0.3529","0.4118"
"turning","4.3750000","4.6875000","0.7500","0.7500"
"turns","4.0370000","3.7777778","0.4444","0.5556"
"turtle","2.8890000","4.7083333","0.3333","1.0000"
"turtles","3.7620000","4.6785714","0.5714","0.8571"
"tusks","7.0000000","7.0000000","1.0000","1.0000"
"tv","2.1667500","3.1093750","0.2500","0.3750"
"tweeted","4.3335000","4.3125000","1.0000","1.0000"
"tweets","4.1670000","4.6250000","1.0000","1.0000"
"twelve","4.6670000","3.0625000","1.0000","0.5000"
"twenties","5.6670000","4.6250000","1.0000","1.0000"
"twenty","4.5000000","4.3750000","1.0000","1.0000"
"twenty-first","5.3330000","5.7500000","1.0000","1.0000"
"twenty-seven","5.0000000","4.0000000","1.0000","1.0000"
"twenty-something","1.0000000","3.1250000","0.0000","0.0000"
"twenty-twenty","2.8330000","1.0000000","0.0000","0.0000"
"twice","4.2406667","3.8472222","0.3333","0.4444"
"twinge","1.3330000","3.0000000","0.0000","0.0000"
"twins","3.5000000","1.0000000","0.0000","0.0000"
"twist","4.0000000","2.0000000","1.0000","0.0000"
"twitching","1.0000000","1.6250000","0.0000","0.0000"
"twitter","3.2776667","5.2083333","0.3333","0.6667"
"two","4.3332875","4.4390625","0.6125","0.6625"
"tyhem","4.5000000","5.3750000","1.0000","1.0000"
"type","3.3737576","4.1931818","0.3939","0.6061"
"types","4.1222000","3.4333333","0.6000","0.4667"
"typhone","1.0000000","1.0000000","0.0000","0.0000"
"typhoon","2.2332000","2.9250000","0.2000","0.4000"
"typhoons","5.8330000","5.2500000","1.0000","1.0000"
"typical","3.8055000","4.1875000","0.5000","0.6667"
"typically","5.9165000","4.6250000","1.0000","0.5000"
"typo","5.0000000","3.3750000","1.0000","0.0000"
"typos","5.6670000","1.0000000","1.0000","0.0000"
"tyrannical","5.8330000","3.7500000","1.0000","0.0000"
"u","4.1086957","4.0815217","0.5652","0.6522"
"uae","1.0000000","1.0000000","0.0000","0.0000"
"ubiquity","2.6670000","6.0000000","0.0000","1.0000"
"uganda","4.3890000","3.5000000","0.6667","0.3333"
"ugh","3.2667000","4.4250000","0.3000","0.7000"
"ughh","2.0000000","6.2500000","0.0000","1.0000"
"ughhh","3.0000000","2.8750000","0.0000","0.0000"
"ugly","2.7082500","1.7187500","0.2500","0.0000"
"uk","5.4166667","4.2083333","1.0000","0.6667"
"ulterior","1.0000000","1.0000000","0.0000","0.0000"
"ultimately","4.5416250","3.9531250","0.7500","0.3750"
"ultra","1.3335000","1.2500000","0.0000","0.0000"
"umbrella","7.0000000","1.0000000","1.0000","0.0000"
"un","3.6875000","3.7031250","0.3750","0.5000"
"unable","4.9332000","4.0000000","1.0000","0.6000"
"unacceptable","2.9998571","4.5178571","0.4286","0.5714"
"unaffordable","1.6670000","2.1250000","0.0000","0.0000"
"unarmed","3.7334000","5.4250000","0.6000","1.0000"
"unattractive","5.1670000","5.6250000","1.0000","1.0000"
"unauthorized","4.1670000","4.0000000","1.0000","1.0000"
"unavoidable","5.5000000","6.0000000","1.0000","1.0000"
"unaware","4.5000000","3.0000000","1.0000","0.0000"
"unbearable","5.7082500","5.9375000","1.0000","1.0000"
"unbearably","4.6670000","6.0000000","1.0000","1.0000"
"unbelievable","3.9000000","4.4625000","0.6000","0.8000"
"unbelievably","6.0000000","6.0000000","1.0000","1.0000"
"unborn","4.6670000","5.2500000","1.0000","1.0000"
"uncalled","3.8330000","5.8750000","0.0000","1.0000"
"uncertain","6.1665000","5.5000000","1.0000","1.0000"
"uncertainty","4.5000000","4.0000000","1.0000","1.0000"
"unclasped","4.3330000","5.0000000","1.0000","1.0000"
"uncle","5.1665000","4.5000000","0.5000","0.5000"
"unclear","3.8886667","4.9583333","0.6667","1.0000"
"unclog","2.1670000","3.3750000","0.0000","0.0000"
"uncomfortable","3.6113333","4.7500000","0.6667","0.6667"
"uncommon","7.0000000","1.8750000","1.0000","0.0000"
"unconcerned","5.1670000","4.5000000","1.0000","1.0000"
"unconsciousness","2.3330000","2.5000000","0.0000","0.0000"
"unconsionable","3.1670000","5.3750000","0.0000","1.0000"
"uncontrollable","2.0000000","2.0000000","0.0000","0.0000"
"unconvincing","1.8330000","1.3750000","0.0000","0.0000"
"uncover","3.0830000","4.0000000","0.5000","0.5000"
"under","3.0444333","3.2875000","0.4000","0.3667"
"undercover","3.1670000","5.1250000","0.0000","1.0000"
"undercurrent","4.8330000","5.6250000","1.0000","1.0000"
"underdeveloped","1.0000000","5.5000000","0.0000","1.0000"
"underestimate","1.6670000","1.6250000","0.0000","0.0000"
"undergo","4.3332500","3.1250000","0.5000","0.2500"
"undergone","4.6670000","6.0000000","1.0000","1.0000"
"undergraduate","7.0000000","2.5000000","1.0000","0.0000"
"underground","4.1670000","4.8750000","1.0000","1.0000"
"underline","2.6670000","6.0000000","0.0000","1.0000"
"underlying","6.0835000","3.3750000","1.0000","0.5000"
"undermine","5.3330000","3.8750000","1.0000","0.0000"
"underneath","4.9165000","5.5625000","1.0000","1.0000"
"underreported","5.0000000","6.0000000","1.0000","1.0000"
"understand","3.7574286","3.9341518","0.4911","0.5179"
"understandable","4.5000000","5.2500000","1.0000","1.0000"
"understandably","2.5000000","2.5000000","0.0000","0.0000"
"understanding","3.7292500","3.2968750","0.6250","0.3750"
"understands","6.0000000","1.0000000","1.0000","0.0000"
"understood","3.4585000","4.6250000","0.5000","0.7500"
"undertaking","4.0000000","3.6250000","1.0000","0.0000"
"underwater","6.6670000","5.0000000","1.0000","1.0000"
"undeserving","4.3330000","3.2500000","1.0000","0.0000"
"undo","2.3335000","2.3125000","0.0000","0.0000"
"undue","4.0000000","6.2500000","1.0000","1.0000"
"uneasiness","5.1670000","5.3750000","1.0000","1.0000"
"uneasy","5.2500000","4.1875000","1.0000","0.5000"
"uneducated","5.5835000","5.2500000","1.0000","1.0000"
"unemployment","5.1113333","3.0833333","0.6667","0.3333"
"unethical","5.7500000","5.1875000","1.0000","0.5000"
"unexpected","3.0332000","4.2500000","0.2000","0.4000"
"unexplained","1.0000000","1.0000000","0.0000","0.0000"
"unfair","3.8750833","4.0416667","0.5000","0.5000"
"unfathomable","5.1670000","2.8750000","1.0000","0.0000"
"unfitting","3.8330000","4.1250000","0.0000","1.0000"
"unfold","4.1666667","5.1250000","0.6667","0.6667"
"unfolded","3.3330000","3.5000000","0.0000","0.0000"
"unforeseeable","5.5000000","6.0000000","1.0000","1.0000"
"unforgivable","5.8330000","6.6250000","1.0000","1.0000"
"unforgiving","4.1670000","4.6250000","1.0000","1.0000"
"unformatted","2.5000000","3.2500000","0.0000","0.0000"
"unfortuanetly","2.1670000","1.8750000","0.0000","0.0000"
"unfortunate","3.9666333","3.9166667","0.5333","0.5333"
"unfortunately","3.7543684","3.6907895","0.4737","0.4737"
"unfounded","5.5000000","5.3750000","1.0000","1.0000"
"unfriend","4.8330000","4.2500000","1.0000","1.0000"
"ungratefulness","1.0000000","1.0000000","0.0000","0.0000"
"unhcr","5.1666667","5.1250000","0.6667","0.6667"
"unhealthy","4.0332000","3.6500000","0.6000","0.6000"
"unicef","3.8330000","5.0000000","0.0000","1.0000"
"unified","3.5000000","1.0000000","0.0000","0.0000"
"uniformed","5.1670000","5.3750000","1.0000","1.0000"
"unimaginable","5.6670000","6.7500000","1.0000","1.0000"
"unincorporated","4.5000000","1.1250000","1.0000","0.0000"
"unintended","5.0000000","4.5000000","1.0000","1.0000"
"unintentionally","2.0000000","2.6250000","0.0000","0.0000"
"uninterested","3.1670000","5.8750000","0.0000","1.0000"
"uninvited","1.1670000","2.0000000","0.0000","0.0000"
"unique","4.7778333","4.7500000","0.6667","0.8333"
"unite","2.9165000","3.0000000","0.5000","0.5000"
"united","3.1410769","3.3237179","0.3846","0.3590"
"uniting","1.5000000","4.7500000","0.0000","1.0000"
"units","3.0000000","5.0000000","0.0000","1.0000"
"universal","4.1428571","3.6785714","0.4286","0.7143"
"universe","5.8330000","5.6250000","1.0000","1.0000"
"university","5.0238571","5.5178571","0.8571","1.0000"
"unjust","3.1670000","5.7500000","0.5000","1.0000"
"unjustly","5.1670000","5.8750000","1.0000","1.0000"
"unknown","4.4334000","3.9750000","0.6000","0.6000"
"unless","3.3030000","3.3295455","0.4545","0.4545"
"unlikely","5.6670000","3.6250000","1.0000","0.0000"
"unlimited","1.0000000","2.8750000","0.0000","0.0000"
"unloading","3.6670000","2.8750000","0.0000","0.0000"
"unmoral","6.0000000","7.0000000","1.0000","1.0000"
"unnecessary","5.0832500","5.0937500","1.0000","0.7500"
"unnerving","3.1670000","2.6250000","0.5000","0.5000"
"unnoticed","2.4165000","3.8750000","0.0000","0.0000"
"unpleasant","3.8890000","2.1250000","0.3333","0.3333"
"unplug","3.1670000","3.8750000","0.0000","0.0000"
"unprecedented","4.3335000","4.5625000","0.5000","1.0000"
"unpredictable","6.0835000","6.0000000","1.0000","1.0000"
"unprepared","3.8330000","5.1250000","0.0000","1.0000"
"unprofessional","5.3330000","1.0000000","1.0000","0.0000"
"unpunished","5.3330000","6.0000000","1.0000","1.0000"
"unqualified","2.1670000","1.6250000","0.0000","0.0000"
"unravel","3.3330000","3.5000000","0.0000","0.0000"
"unreachable","4.3330000","4.3750000","1.0000","1.0000"
"unreal","2.5000000","2.3125000","0.5000","0.0000"
"unregistered","3.1670000","5.1250000","0.0000","1.0000"
"unrelated","2.9170000","3.3750000","0.0000","0.5000"
"unrelenting","1.0000000","3.8750000","0.0000","0.0000"
"unrest","3.3095714","3.7857143","0.2857","0.4286"
"unsafe","3.7000000","3.5500000","0.4000","0.4000"
"unscathed","3.5000000","1.0000000","0.0000","0.0000"
"unsolicited","4.6670000","1.8750000","1.0000","0.0000"
"unsolved","2.8330000","2.6250000","0.0000","0.0000"
"unspoken","5.0000000","6.0000000","1.0000","1.0000"
"unstable","1.6110000","3.6666667","0.0000","0.3333"
"unstoppable","5.5000000","2.1250000","1.0000","0.0000"
"unsubstantiated","3.0000000","2.8750000","0.0000","0.0000"
"unsuccessful","2.0000000","1.0000000","0.0000","0.0000"
"unsurpising","1.0000000","1.0000000","0.0000","0.0000"
"unsuspecting","1.0000000","5.7500000","0.0000","1.0000"
"unsympathetic","2.1670000","1.3750000","0.0000","0.0000"
"unthinkable","2.9165000","3.9375000","0.0000","0.5000"
"until","3.5482632","4.0855263","0.3684","0.6316"
"untill","6.0000000","3.1250000","1.0000","0.0000"
"untimely","2.5000000","5.6250000","0.5000","1.0000"
"unused","2.0000000","5.3750000","0.0000","1.0000"
"unusual","6.3330000","6.0000000","1.0000","1.0000"
"unwanted","3.8330000","4.8750000","0.0000","1.0000"
"unwarranted","2.1670000","3.8750000","0.0000","0.0000"
"unwilling","1.5000000","1.0000000","0.0000","0.0000"
"unwillingly","7.0000000","7.0000000","1.0000","1.0000"
"up","3.5445868","3.6236979","0.4306","0.4306"
"upbringing","5.0835000","5.8125000","0.5000","1.0000"
"upcoming","5.6670000","1.0000000","1.0000","0.0000"
"update","4.2500000","3.4375000","0.5000","0.5000"
"updates","5.3330000","4.6250000","1.0000","1.0000"
"upend","5.8330000","5.6250000","1.0000","1.0000"
"upfront","1.0000000","1.5000000","0.0000","0.0000"
"upheaval","5.2500000","5.2500000","1.0000","1.0000"
"upheld","1.0000000","1.0000000","0.0000","0.0000"
"upload","5.8330000","4.8750000","1.0000","1.0000"
"uploaded","4.1670000","2.8750000","1.0000","0.0000"
"upmost","4.6670000","4.8750000","1.0000","1.0000"
"upon","3.5896923","3.4519231","0.3846","0.4615"
"uprising","1.3330000","1.0000000","0.0000","0.0000"
"uprisings","3.1670000","2.7500000","0.0000","0.0000"
"uproar","4.1113333","3.4166667","0.6667","0.6667"
"ups","1.0000000","2.3750000","0.0000","0.0000"
"upset","3.5520625","4.5039063","0.4063","0.6250"
"upsets","3.1945000","4.7083333","0.3333","0.6667"
"upsetting","3.7916500","4.0250000","0.6000","0.6000"
"upside","4.1665000","5.5625000","0.5000","1.0000"
"upstanding","1.0000000","1.0000000","0.0000","0.0000"
"upsurge","2.5000000","6.1250000","0.0000","1.0000"
"upward","5.4170000","5.4375000","1.0000","1.0000"
"ur","4.3330000","4.1250000","1.0000","1.0000"
"uranium","4.3330000","2.8750000","1.0000","0.0000"
"urban","5.5000000","3.1250000","1.0000","0.0000"
"urbane","4.8330000","5.6250000","1.0000","1.0000"
"urem","3.6670000","2.8750000","0.0000","0.0000"
"urethra","3.5000000","4.8750000","0.0000","1.0000"
"urge","7.0000000","7.0000000","1.0000","1.0000"
"urgently","4.1670000","4.0000000","1.0000","1.0000"
"urinary","3.5000000","4.8750000","0.0000","1.0000"
"urine","1.0000000","1.0000000","0.0000","0.0000"
"us","3.8708250","3.9578125","0.5438","0.5313"
"us's","1.6670000","5.1250000","0.0000","1.0000"
"usa","4.2306923","4.3365385","0.5385","0.6154"
"usable","1.0000000","1.0000000","0.0000","0.0000"
"use","3.6636964","3.5178571","0.4821","0.4286"
"used","3.4922344","3.6464844","0.4688","0.4688"
"useful","3.0835000","2.8125000","0.5000","0.5000"
"useless","2.0556667","3.0416667","0.3333","0.3333"
"user","1.8333333","2.9166667","0.0000","0.3333"
"users","4.4446667","4.5000000","0.6667","0.6667"
"uses","4.3333333","3.6250000","1.0000","0.6667"
"ushering","3.1670000","5.8750000","0.0000","1.0000"
"using","3.6754211","3.9473684","0.4474","0.5000"
"usual","4.5332000","3.6750000","0.6000","0.6000"
"usually","3.2272273","3.3011364","0.3636","0.3636"
"utilities","5.3330000","4.6250000","1.0000","1.0000"
"utter","5.5000000","6.2500000","1.0000","1.0000"
"uttered","1.0000000","4.0000000","0.0000","1.0000"
"utterly","2.5000000","4.2500000","0.0000","0.6667"
"uw-madison","5.5000000","5.6250000","1.0000","1.0000"
"va","6.5000000","6.8750000","1.0000","1.0000"
"vacation","4.1250000","3.3125000","0.7500","0.2500"
"vacations","2.6670000","2.3750000","0.0000","0.0000"
"vaccinate","4.3330000","3.6250000","1.0000","0.0000"
"vaccinations","3.8335000","2.2500000","0.5000","0.0000"
"vaccine","3.6665000","3.0000000","0.0000","0.5000"
"vaccines","3.2500000","4.0625000","0.0000","0.5000"
"vacuum","5.0000000","7.0000000","1.0000","1.0000"
"vaginal","4.1670000","2.9375000","0.5000","0.0000"
"vague","4.5000000","4.3125000","1.0000","0.5000"
"vaguely","1.0000000","1.0000000","0.0000","0.0000"
"val","3.7085000","2.7500000","0.2500","0.0000"
"val's","5.5000000","3.8750000","1.0000","0.0000"
"valid","4.0332000","4.3250000","0.6000","0.8000"
"valley","3.8886667","4.5416667","0.3333","0.6667"
"valuable","2.1665000","6.4375000","0.0000","1.0000"
"value","5.2142857","4.6250000","0.8571","0.5714"
"valued","4.7500000","5.0000000","0.5000","1.0000"
"values","1.8334000","1.9000000","0.0000","0.2000"
"van","5.2500000","5.0000000","1.0000","1.0000"
"vandalism","3.7220000","4.0833333","0.6667","0.6667"
"vanish","3.1670000","4.2500000","0.0000","1.0000"
"vanished","3.6670000","6.1250000","0.0000","1.0000"
"vapid","2.3330000","1.6250000","0.0000","0.0000"
"vaquita","3.1665000","2.3125000","0.5000","0.0000"
"variables","1.0000000","1.6250000","0.0000","0.0000"
"variation","1.5835000","2.6250000","0.0000","0.0000"
"variations","1.1670000","1.3750000","0.0000","0.0000"
"varies","4.8335000","4.6875000","1.0000","1.0000"
"varieties","6.0000000","4.8750000","1.0000","1.0000"
"variety","4.3333333","4.0416667","0.6667","0.6667"
"various","4.2778333","4.7083333","0.6667","0.8333"
"varmint","1.8330000","1.0000000","0.0000","0.0000"
"varying","4.3330000","2.8750000","1.0000","0.0000"
"vast","4.3888333","5.1041667","0.6667","1.0000"
"vastly","1.0000000","1.6250000","0.0000","0.0000"
"vatican","3.8330000","1.2500000","0.0000","0.0000"
"vaughn","1.0835000","1.0625000","0.0000","0.0000"
"vault","5.5000000","5.6250000","1.0000","1.0000"
"vbnlind","2.1670000","1.8750000","0.0000","0.0000"
"ve","4.5000000","4.9861111","0.7778","0.7778"
"vegan","2.6670000","5.1875000","0.0000","0.5000"
"vegetables","4.5000000","6.2500000","1.0000","1.0000"
"vegetarian","3.1670000","5.8750000","0.0000","1.0000"
"vegetarianism","2.3330000","4.7500000","0.0000","1.0000"
"vehicle","3.2500000","3.9062500","0.3750","0.6250"
